timestamp,RH,RH_risk_code
2012-02-20 16:00:00+00:00,63.365,0
2012-02-20 17:00:00+00:00,63.84,0
2012-02-20 18:00:00+00:00,64.273,0
2012-02-20 19:00:00+00:00,64.315,0
2012-02-20 20:00:00+00:00,64.474,0
2012-02-20 21:00:00+00:00,64.771,0
2012-02-20 22:00:00+00:00,64.853,0
2012-02-20 23:00:00+00:00,65.217,0
2012-02-21 00:00:00+00:00,65.497,0
2012-02-21 01:00:00+00:00,65.392,0
2012-02-21 02:00:00+00:00,65.343,0
2012-02-21 03:00:00+00:00,65.321,0
2012-02-21 04:00:00+00:00,65.391,0
2012-02-21 05:00:00+00:00,65.374,0
2012-02-21 06:00:00+00:00,65.278,0
2012-02-21 07:00:00+00:00,65.265,0
2012-02-21 08:00:00+00:00,65.307,0
2012-02-21 09:00:00+00:00,65.271,0
2012-02-21 10:00:00+00:00,65.211,0
2012-02-21 11:00:00+00:00,65.592,0
2012-02-21 12:00:00+00:00,65.803,0
2012-02-21 13:00:00+00:00,65.88,0
2012-02-21 14:00:00+00:00,65.929,0
2012-02-21 15:00:00+00:00,66.277,0
2012-02-21 16:00:00+00:00,66.31,0
2012-02-21 17:00:00+00:00,66.019,0
2012-02-21 18:00:00+00:00,65.993,0
2012-02-21 19:00:00+00:00,66.476,0
2012-02-21 20:00:00+00:00,66.381,0
2012-02-21 21:00:00+00:00,66.643,0
2012-02-21 22:00:00+00:00,67.127,0
2012-02-21 23:00:00+00:00,67.337,0
2012-02-22 00:00:00+00:00,67.328,0
2012-02-22 01:00:00+00:00,67.429,0
2012-02-22 02:00:00+00:00,67.556,0
2012-02-22 03:00:00+00:00,67.52,0
2012-02-22 04:00:00+00:00,67.756,0
2012-02-22 05:00:00+00:00,67.584,0
2012-02-22 06:00:00+00:00,67.715,0
2012-02-22 07:00:00+00:00,67.869,0
2012-02-22 08:00:00+00:00,67.457,0
2012-02-22 09:00:00+00:00,66.78,0
2012-02-22 10:00:00+00:00,66.721,0
2012-02-22 11:00:00+00:00,66.524,0
2012-02-22 12:00:00+00:00,66.672,0
2012-02-22 13:00:00+00:00,66.471,0
2012-02-22 14:00:00+00:00,67.299,0
2012-02-22 15:00:00+00:00,67.118,0
2012-02-22 16:00:00+00:00,66.665,0
2012-02-22 17:00:00+00:00,66.276,0
2012-02-22 18:00:00+00:00,65.901,0
2012-02-22 19:00:00+00:00,65.56,0
2012-02-22 20:00:00+00:00,65.301,0
2012-02-22 21:00:00+00:00,64.98,0
2012-02-22 22:00:00+00:00,64.572,0
2012-02-22 23:00:00+00:00,64.325,0
2012-02-23 00:00:00+00:00,64.13,0
2012-02-23 01:00:00+00:00,63.905,0
2012-02-23 02:00:00+00:00,63.734,0
2012-02-23 03:00:00+00:00,63.561,0
2012-02-23 04:00:00+00:00,63.389,0
2012-02-23 05:00:00+00:00,63.318,0
2012-02-23 06:00:00+00:00,63.223,0
2012-02-23 07:00:00+00:00,63.128,0
2012-02-23 08:00:00+00:00,63.033,0
2012-02-23 09:00:00+00:00,63.052,0
2012-02-23 10:00:00+00:00,63.105,0
2012-02-23 11:00:00+00:00,63.038,0
2012-02-23 12:00:00+00:00,63.289,0
2012-02-23 13:00:00+00:00,64.206,0
2012-02-23 14:00:00+00:00,64.467,0
2012-02-23 15:00:00+00:00,64.7,0
2012-02-23 16:00:00+00:00,64.842,0
2012-02-23 17:00:00+00:00,64.92,0
2012-02-23 18:00:00+00:00,65.625,0
2012-02-23 19:00:00+00:00,65.579,0
2012-02-23 20:00:00+00:00,65.117,0
2012-02-23 21:00:00+00:00,65.076,0
2012-02-23 22:00:00+00:00,65.298,0
2012-02-23 23:00:00+00:00,65.672,0
2012-02-24 00:00:00+00:00,66.157,0
2012-02-24 01:00:00+00:00,66.352,0
2012-02-24 02:00:00+00:00,66.583,0
2012-02-24 03:00:00+00:00,66.501,0
2012-02-24 04:00:00+00:00,66.871,0
2012-02-24 05:00:00+00:00,66.965,0
2012-02-24 06:00:00+00:00,66.804,0
2012-02-24 07:00:00+00:00,66.89,0
2012-02-24 08:00:00+00:00,66.984,0
2012-02-24 09:00:00+00:00,66.689,0
2012-02-24 10:00:00+00:00,67.112,0
2012-02-24 11:00:00+00:00,67.029,0
2012-02-24 12:00:00+00:00,67.112,0
2012-02-24 13:00:00+00:00,67.411,0
2012-02-24 14:00:00+00:00,67.654,0
2012-02-24 15:00:00+00:00,67.656,0
2012-02-24 16:00:00+00:00,67.992,0
2012-02-24 17:00:00+00:00,68.126,0
2012-02-24 18:00:00+00:00,68.149,0
2012-02-24 19:00:00+00:00,68.301,0
2012-02-24 20:00:00+00:00,68.293,0
2012-02-24 21:00:00+00:00,68.334,0
2012-02-24 22:00:00+00:00,68.266,0
2012-02-24 23:00:00+00:00,68.198,0
2012-02-25 00:00:00+00:00,68.185,0
2012-02-25 01:00:00+00:00,68.231,0
2012-02-25 02:00:00+00:00,68.552,0
2012-02-25 03:00:00+00:00,68.762,0
2012-02-25 04:00:00+00:00,68.968,0
2012-02-25 05:00:00+00:00,68.986,0
2012-02-25 06:00:00+00:00,69.223,0
2012-02-25 07:00:00+00:00,69.409,0
2012-02-25 08:00:00+00:00,69.364,0
2012-02-25 09:00:00+00:00,69.527,0
2012-02-25 10:00:00+00:00,68.987,0
2012-02-25 11:00:00+00:00,68.817,0
2012-02-25 12:00:00+00:00,68.737,0
2012-02-25 13:00:00+00:00,68.861,0
2012-02-25 14:00:00+00:00,68.78,0
2012-02-25 15:00:00+00:00,68.639,0
2012-02-25 16:00:00+00:00,68.508,0
2012-02-25 17:00:00+00:00,68.468,0
2012-02-25 18:00:00+00:00,68.731,0
2012-02-25 19:00:00+00:00,68.855,0
2012-02-25 20:00:00+00:00,69.026,0
2012-02-25 21:00:00+00:00,69.192,0
2012-02-25 22:00:00+00:00,69.476,0
2012-02-25 23:00:00+00:00,69.473,0
2012-02-26 00:00:00+00:00,69.391,0
2012-02-26 01:00:00+00:00,69.533,0
2012-02-26 02:00:00+00:00,69.62,0
2012-02-26 03:00:00+00:00,69.643,0
2012-02-26 04:00:00+00:00,69.893,0
2012-02-26 05:00:00+00:00,69.866,0
2012-02-26 06:00:00+00:00,69.921,0
2012-02-26 07:00:00+00:00,69.812,0
2012-02-26 08:00:00+00:00,69.563,0
2012-02-26 09:00:00+00:00,69.668,0
2012-02-26 10:00:00+00:00,70.043,0
2012-02-26 11:00:00+00:00,69.771,0
2012-02-26 12:00:00+00:00,69.329,0
2012-02-26 13:00:00+00:00,69.221,0
2012-02-26 14:00:00+00:00,69.394,0
2012-02-26 15:00:00+00:00,69.758,0
2012-02-26 16:00:00+00:00,70.049,0
2012-02-26 17:00:00+00:00,69.275,0
2012-02-26 18:00:00+00:00,69.157,0
2012-02-26 19:00:00+00:00,69.221,0
2012-02-26 20:00:00+00:00,69.305,0
2012-02-26 21:00:00+00:00,69.282,0
2012-02-26 22:00:00+00:00,69.342,0
2012-02-26 23:00:00+00:00,69.461,0
2012-02-27 00:00:00+00:00,69.525,0
2012-02-27 01:00:00+00:00,69.753,0
2012-02-27 02:00:00+00:00,69.653,0
2012-02-27 03:00:00+00:00,69.798,0
2012-02-27 04:00:00+00:00,69.644,0
2012-02-27 05:00:00+00:00,69.545,0
2012-02-27 06:00:00+00:00,69.55,0
2012-02-27 07:00:00+00:00,69.591,0
2012-02-27 08:00:00+00:00,69.604,0
2012-02-27 09:00:00+00:00,69.559,0
2012-02-27 10:00:00+00:00,69.582,0
2012-02-27 11:00:00+00:00,69.609,0
2012-02-27 12:00:00+00:00,69.55,0
2012-02-27 13:00:00+00:00,69.948,0
2012-02-27 14:00:00+00:00,69.998,0
2012-02-27 15:00:00+00:00,69.826,0
2012-02-27 16:00:00+00:00,70.48,0
2012-02-27 17:00:00+00:00,70.093,0
2012-02-27 18:00:00+00:00,70.246,0
2012-02-27 19:00:00+00:00,70.151,0
2012-02-27 20:00:00+00:00,70.25,0
2012-02-27 21:00:00+00:00,70.236,0
2012-02-27 22:00:00+00:00,70.281,0
2012-02-27 23:00:00+00:00,70.052,0
2012-02-28 00:00:00+00:00,70.205,0
2012-02-28 01:00:00+00:00,70.033,0
2012-02-28 02:00:00+00:00,70.051,0
2012-02-28 03:00:00+00:00,70.15,0
2012-02-28 04:00:00+00:00,70.168,0
2012-02-28 05:00:00+00:00,70.137,0
2012-02-28 06:00:00+00:00,70.208,0
2012-02-28 07:00:00+00:00,70.204,0
2012-02-28 08:00:00+00:00,70.253,0
2012-02-28 09:00:00+00:00,70.168,0
2012-02-28 10:00:00+00:00,70.033,0
2012-02-28 11:00:00+00:00,70.056,0
2012-02-28 12:00:00+00:00,69.993,0
2012-02-28 13:00:00+00:00,70.983,0
2012-02-28 14:00:00+00:00,70.377,0
2012-02-28 15:00:00+00:00,70.296,0
2012-02-28 16:00:00+00:00,70.787,0
2012-02-28 17:00:00+00:00,70.404,0
2012-02-28 18:00:00+00:00,70.3,0
2012-02-28 19:00:00+00:00,70.26,0
2012-02-28 20:00:00+00:00,70.165,0
2012-02-28 21:00:00+00:00,70.314,0
2012-02-28 22:00:00+00:00,70.412,0
2012-02-28 23:00:00+00:00,70.399,0
2012-02-29 00:00:00+00:00,70.578,0
2012-02-29 01:00:00+00:00,70.731,0
2012-02-29 02:00:00+00:00,70.883,0
2012-02-29 03:00:00+00:00,71.035,0
2012-02-29 04:00:00+00:00,71.129,0
2012-02-29 05:00:00+00:00,71.226,0
2012-02-29 06:00:00+00:00,71.271,0
2012-02-29 07:00:00+00:00,71.315,0
2012-02-29 08:00:00+00:00,71.252,0
2012-02-29 09:00:00+00:00,71.248,0
2012-02-29 10:00:00+00:00,71.238,0
2012-02-29 11:00:00+00:00,71.234,0
2012-02-29 12:00:00+00:00,71.019,0
2012-02-29 13:00:00+00:00,70.993,0
2012-02-29 14:00:00+00:00,71.236,0
2012-02-29 15:00:00+00:00,70.876,0
2012-02-29 16:00:00+00:00,70.795,0
2012-02-29 17:00:00+00:00,70.7,0
2012-02-29 18:00:00+00:00,70.655,0
2012-02-29 19:00:00+00:00,70.623,0
2012-02-29 20:00:00+00:00,70.556,0
2012-02-29 21:00:00+00:00,70.713,0
2012-02-29 22:00:00+00:00,70.806,0
2012-02-29 23:00:00+00:00,70.958,0
2012-03-01 00:00:00+00:00,71.083,0
2012-03-01 01:00:00+00:00,71.261,0
2012-03-01 02:00:00+00:00,71.252,0
2012-03-01 03:00:00+00:00,71.265,0
2012-03-01 04:00:00+00:00,71.224,0
2012-03-01 05:00:00+00:00,71.21,0
2012-03-01 06:00:00+00:00,71.143,0
2012-03-01 07:00:00+00:00,71.049,0
2012-03-01 08:00:00+00:00,70.955,0
2012-03-01 09:00:00+00:00,70.887,0
2012-03-01 10:00:00+00:00,70.86,0
2012-03-01 11:00:00+00:00,70.982,0
2012-03-01 12:00:00+00:00,70.884,0
2012-03-01 13:00:00+00:00,71.043,0
2012-03-01 14:00:00+00:00,71.359,0
2012-03-01 15:00:00+00:00,71.28,0
2012-03-01 16:00:00+00:00,71.115,0
2012-03-01 17:00:00+00:00,70.841,0
2012-03-01 18:00:00+00:00,70.742,0
2012-03-01 19:00:00+00:00,70.97,0
2012-03-01 20:00:00+00:00,71.154,0
2012-03-01 21:00:00+00:00,71.306,0
2012-03-01 22:00:00+00:00,71.377,0
2012-03-01 23:00:00+00:00,71.444,0
2012-03-02 00:00:00+00:00,71.479,0
2012-03-02 01:00:00+00:00,71.514,0
2012-03-02 02:00:00+00:00,71.549,0
2012-03-02 03:00:00+00:00,71.664,0
2012-03-02 04:00:00+00:00,71.694,0
2012-03-02 05:00:00+00:00,71.595,0
2012-03-02 06:00:00+00:00,71.625,0
2012-03-02 07:00:00+00:00,71.553,0
2012-03-02 08:00:00+00:00,71.374,0
2012-03-02 09:00:00+00:00,70.928,0
2012-03-02 10:00:00+00:00,70.945,0
2012-03-02 11:00:00+00:00,70.578,0
2012-03-02 12:00:00+00:00,70.52,0
2012-03-02 13:00:00+00:00,70.44,0
2012-03-02 14:00:00+00:00,70.561,0
2012-03-02 15:00:00+00:00,71.112,0
2012-03-02 16:00:00+00:00,70.96,0
2012-03-02 17:00:00+00:00,71.121,0
2012-03-02 18:00:00+00:00,71.517,0
2012-03-02 19:00:00+00:00,71.672,0
2012-03-02 20:00:00+00:00,71.765,0
2012-03-02 21:00:00+00:00,71.782,0
2012-03-02 22:00:00+00:00,71.848,0
2012-03-02 23:00:00+00:00,71.913,0
2012-03-03 00:00:00+00:00,71.802,0
2012-03-03 01:00:00+00:00,71.921,0
2012-03-03 02:00:00+00:00,71.779,0
2012-03-03 03:00:00+00:00,71.796,0
2012-03-03 04:00:00+00:00,71.733,0
2012-03-03 05:00:00+00:00,71.697,0
2012-03-03 06:00:00+00:00,71.661,0
2012-03-03 07:00:00+00:00,71.785,0
2012-03-03 08:00:00+00:00,71.802,0
2012-03-03 09:00:00+00:00,71.686,0
2012-03-03 10:00:00+00:00,71.814,0
2012-03-03 11:00:00+00:00,71.898,0
2012-03-03 12:00:00+00:00,71.627,0
2012-03-03 13:00:00+00:00,71.658,0
2012-03-03 14:00:00+00:00,71.706,0
2012-03-03 15:00:00+00:00,71.861,0
2012-03-03 16:00:00+00:00,71.417,0
2012-03-03 17:00:00+00:00,71.3,0
2012-03-03 18:00:00+00:00,72.146,0
2012-03-03 19:00:00+00:00,72.258,0
2012-03-03 20:00:00+00:00,72.319,0
2012-03-03 21:00:00+00:00,72.242,0
2012-03-03 22:00:00+00:00,72.196,0
2012-03-03 23:00:00+00:00,72.231,0
2012-03-04 00:00:00+00:00,72.239,0
2012-03-04 01:00:00+00:00,72.331,0
2012-03-04 02:00:00+00:00,72.254,0
2012-03-04 03:00:00+00:00,72.319,0
2012-03-04 04:00:00+00:00,72.406,0
2012-03-04 05:00:00+00:00,72.233,0
2012-03-04 06:00:00+00:00,72.108,0
2012-03-04 07:00:00+00:00,72.337,0
2012-03-04 08:00:00+00:00,72.217,0
2012-03-04 09:00:00+00:00,72.415,0
2012-03-04 10:00:00+00:00,72.316,0
2012-03-04 11:00:00+00:00,72.439,0
2012-03-04 12:00:00+00:00,71.97,0
2012-03-04 13:00:00+00:00,71.599,0
2012-03-04 14:00:00+00:00,71.621,0
2012-03-04 15:00:00+00:00,71.483,0
2012-03-04 16:00:00+00:00,71.553,0
2012-03-04 17:00:00+00:00,71.469,0
2012-03-04 18:00:00+00:00,71.375,0
2012-03-04 19:00:00+00:00,71.259,0
2012-03-04 20:00:00+00:00,71.192,0
2012-03-04 21:00:00+00:00,71.071,0
2012-03-04 22:00:00+00:00,71.084,0
2012-03-04 23:00:00+00:00,71.043,0
2012-03-05 00:00:00+00:00,71.029,0
2012-03-05 01:00:00+00:00,71.042,0
2012-03-05 02:00:00+00:00,71.028,0
2012-03-05 03:00:00+00:00,70.96,0
2012-03-05 04:00:00+00:00,70.813,0
2012-03-05 05:00:00+00:00,70.799,0
2012-03-05 06:00:00+00:00,70.785,0
2012-03-05 07:00:00+00:00,70.718,0
2012-03-05 08:00:00+00:00,70.735,0
2012-03-05 09:00:00+00:00,70.841,0
2012-03-05 10:00:00+00:00,70.976,0
2012-03-05 11:00:00+00:00,71.059,0
2012-03-05 12:00:00+00:00,71.237,0
2012-03-05 13:00:00+00:00,71.103,0
2012-03-05 14:00:00+00:00,71.071,0
2012-03-05 15:00:00+00:00,70.84,0
2012-03-05 16:00:00+00:00,70.666,0
2012-03-05 17:00:00+00:00,70.513,0
2012-03-05 18:00:00+00:00,70.512,0
2012-03-05 19:00:00+00:00,70.7,0
2012-03-05 20:00:00+00:00,70.676,0
2012-03-05 21:00:00+00:00,70.787,0
2012-03-05 22:00:00+00:00,70.737,0
2012-03-05 23:00:00+00:00,70.772,0
2012-03-06 00:00:00+00:00,70.78,0
2012-03-06 01:00:00+00:00,70.623,0
2012-03-06 02:00:00+00:00,70.525,0
2012-03-06 03:00:00+00:00,70.586,0
2012-03-06 04:00:00+00:00,70.568,0
2012-03-06 05:00:00+00:00,70.816,0
2012-03-06 06:00:00+00:00,70.695,0
2012-03-06 07:00:00+00:00,70.436,0
2012-03-06 08:00:00+00:00,70.422,0
2012-03-06 09:00:00+00:00,70.44,0
2012-03-06 10:00:00+00:00,70.248,0
2012-03-06 11:00:00+00:00,70.342,0
2012-03-06 12:00:00+00:00,70.524,0
2012-03-06 13:00:00+00:00,70.525,0
2012-03-06 14:00:00+00:00,70.531,0
2012-03-06 15:00:00+00:00,70.864,0
2012-03-06 16:00:00+00:00,70.745,0
2012-03-06 17:00:00+00:00,70.633,0
2012-03-06 18:00:00+00:00,71.755,0
2012-03-06 19:00:00+00:00,71.23,0
2012-03-06 20:00:00+00:00,71.064,0
2012-03-06 21:00:00+00:00,71.535,0
2012-03-06 22:00:00+00:00,71.472,0
2012-03-06 23:00:00+00:00,71.883,0
2012-03-07 00:00:00+00:00,72.023,0
2012-03-07 01:00:00+00:00,72.295,0
2012-03-07 02:00:00+00:00,72.351,0
2012-03-07 03:00:00+00:00,71.829,0
2012-03-07 04:00:00+00:00,72.07,0
2012-03-07 05:00:00+00:00,72.284,0
2012-03-07 06:00:00+00:00,72.212,0
2012-03-07 07:00:00+00:00,72.224,0
2012-03-07 08:00:00+00:00,72.262,0
2012-03-07 09:00:00+00:00,72.068,0
2012-03-07 10:00:00+00:00,71.565,0
2012-03-07 11:00:00+00:00,70.554,0
2012-03-07 12:00:00+00:00,70.574,0
2012-03-07 13:00:00+00:00,70.938,0
2012-03-07 14:00:00+00:00,70.737,0
2012-03-07 15:00:00+00:00,70.441,0
2012-03-07 16:00:00+00:00,70.539,0
2012-03-07 17:00:00+00:00,70.512,0
2012-03-07 18:00:00+00:00,70.637,0
2012-03-07 19:00:00+00:00,70.493,0
2012-03-07 20:00:00+00:00,70.537,0
2012-03-07 21:00:00+00:00,70.474,0
2012-03-07 22:00:00+00:00,70.527,0
2012-03-07 23:00:00+00:00,70.71,0
2012-03-08 00:00:00+00:00,70.901,0
2012-03-08 01:00:00+00:00,70.82,0
2012-03-08 02:00:00+00:00,70.899,0
2012-03-08 03:00:00+00:00,70.929,0
2012-03-08 04:00:00+00:00,71.071,0
2012-03-08 05:00:00+00:00,70.941,0
2012-03-08 06:00:00+00:00,70.917,0
2012-03-08 07:00:00+00:00,70.952,0
2012-03-08 08:00:00+00:00,70.822,0
2012-03-08 09:00:00+00:00,70.492,0
2012-03-08 10:00:00+00:00,70.751,0
2012-03-08 11:00:00+00:00,70.741,0
2012-03-08 12:00:00+00:00,70.859,0
2012-03-08 13:00:00+00:00,70.835,0
2012-03-08 14:00:00+00:00,71.149,0
2012-03-08 15:00:00+00:00,71.203,0
2012-03-08 16:00:00+00:00,71.262,0
2012-03-08 17:00:00+00:00,70.991,0
2012-03-08 18:00:00+00:00,70.772,0
2012-03-08 19:00:00+00:00,70.718,0
2012-03-08 20:00:00+00:00,70.88,0
2012-03-08 21:00:00+00:00,70.759,0
2012-03-08 22:00:00+00:00,71.091,0
2012-03-08 23:00:00+00:00,71.136,0
2012-03-09 00:00:00+00:00,71.11,0
2012-03-09 01:00:00+00:00,71.052,0
2012-03-09 02:00:00+00:00,71.053,0
2012-03-09 03:00:00+00:00,70.977,0
2012-03-09 04:00:00+00:00,70.955,0
2012-03-09 05:00:00+00:00,70.982,0
2012-03-09 06:00:00+00:00,71.01,0
2012-03-09 07:00:00+00:00,71.064,0
2012-03-09 08:00:00+00:00,71.114,0
2012-03-09 09:00:00+00:00,71.092,0
2012-03-09 10:00:00+00:00,71.173,0
2012-03-09 11:00:00+00:00,70.802,0
2012-03-09 12:00:00+00:00,71.079,0
2012-03-09 13:00:00+00:00,71.124,0
2012-03-09 14:00:00+00:00,71.174,0
2012-03-09 15:00:00+00:00,71.124,0
2012-03-09 16:00:00+00:00,71.169,0
2012-03-09 17:00:00+00:00,70.946,0
2012-03-09 18:00:00+00:00,70.778,0
2012-03-09 19:00:00+00:00,70.558,0
2012-03-09 20:00:00+00:00,70.237,0
2012-03-09 21:00:00+00:00,69.997,0
2012-03-09 22:00:00+00:00,69.886,0
2012-03-09 23:00:00+00:00,69.714,0
2012-03-10 00:00:00+00:00,69.7,0
2012-03-10 01:00:00+00:00,69.662,0
2012-03-10 02:00:00+00:00,69.564,0
2012-03-10 03:00:00+00:00,69.573,0
2012-03-10 04:00:00+00:00,69.499,0
2012-03-10 05:00:00+00:00,69.48,0
2012-03-10 06:00:00+00:00,69.433,0
2012-03-10 07:00:00+00:00,69.363,0
2012-03-10 08:00:00+00:00,69.395,0
2012-03-10 09:00:00+00:00,69.348,0
2012-03-10 10:00:00+00:00,69.357,0
2012-03-10 11:00:00+00:00,69.314,0
2012-03-10 12:00:00+00:00,69.225,0
2012-03-10 13:00:00+00:00,69.298,0
2012-03-10 14:00:00+00:00,69.696,0
2012-03-10 15:00:00+00:00,69.944,0
2012-03-10 16:00:00+00:00,69.84,0
2012-03-10 17:00:00+00:00,69.533,0
2012-03-10 18:00:00+00:00,69.23,0
2012-03-10 19:00:00+00:00,69.134,0
2012-03-10 20:00:00+00:00,69.265,0
2012-03-10 21:00:00+00:00,69.256,0
2012-03-10 22:00:00+00:00,69.219,0
2012-03-10 23:00:00+00:00,69.183,0
2012-03-11 00:00:00+00:00,69.127,0
2012-03-11 01:00:00+00:00,69.09,0
2012-03-11 02:00:00+00:00,69.034,0
2012-03-11 03:00:00+00:00,68.946,0
2012-03-11 04:00:00+00:00,68.97,0
2012-03-11 05:00:00+00:00,68.966,0
2012-03-11 06:00:00+00:00,68.957,0
2012-03-11 07:00:00+00:00,68.929,0
2012-03-11 08:00:00+00:00,68.901,0
2012-03-11 09:00:00+00:00,68.77,0
2012-03-11 10:00:00+00:00,68.703,0
2012-03-11 11:00:00+00:00,69.056,0
2012-03-11 12:00:00+00:00,69.338,0
2012-03-11 13:00:00+00:00,69.566,0
2012-03-11 14:00:00+00:00,69.632,0
2012-03-11 15:00:00+00:00,69.512,0
2012-03-11 16:00:00+00:00,69.402,0
2012-03-11 17:00:00+00:00,69.178,0
2012-03-11 18:00:00+00:00,68.964,0
2012-03-11 19:00:00+00:00,68.858,0
2012-03-11 20:00:00+00:00,68.752,0
2012-03-11 21:00:00+00:00,68.932,0
2012-03-11 22:00:00+00:00,68.919,0
2012-03-11 23:00:00+00:00,68.99,0
2012-03-12 00:00:00+00:00,68.865,0
2012-03-12 01:00:00+00:00,68.796,0
2012-03-12 02:00:00+00:00,68.666,0
2012-03-12 03:00:00+00:00,68.569,0
2012-03-12 04:00:00+00:00,68.556,0
2012-03-12 05:00:00+00:00,68.6,0
2012-03-12 06:00:00+00:00,68.587,0
2012-03-12 07:00:00+00:00,68.55,0
2012-03-12 08:00:00+00:00,68.518,0
2012-03-12 09:00:00+00:00,68.787,0
2012-03-12 10:00:00+00:00,68.331,0
2012-03-12 11:00:00+00:00,68.247,0
2012-03-12 12:00:00+00:00,66.732,0
2012-03-12 13:00:00+00:00,67.959,0
2012-03-12 14:00:00+00:00,68.385,0
2012-03-12 15:00:00+00:00,68.501,0
2012-03-12 16:00:00+00:00,68.423,0
2012-03-12 17:00:00+00:00,67.784,0
2012-03-12 18:00:00+00:00,67.706,0
2012-03-12 19:00:00+00:00,67.765,0
2012-03-12 20:00:00+00:00,67.655,0
2012-03-12 21:00:00+00:00,67.775,0
2012-03-12 22:00:00+00:00,67.754,0
2012-03-12 23:00:00+00:00,67.422,0
2012-03-13 00:00:00+00:00,67.324,0
2012-03-13 01:00:00+00:00,67.401,0
2012-03-13 02:00:00+00:00,67.392,0
2012-03-13 03:00:00+00:00,67.351,0
2012-03-13 04:00:00+00:00,67.404,0
2012-03-13 05:00:00+00:00,67.339,0
2012-03-13 06:00:00+00:00,67.136,0
2012-03-13 07:00:00+00:00,67.128,0
2012-03-13 08:00:00+00:00,67.176,0
2012-03-13 09:00:00+00:00,67.12,0
2012-03-13 10:00:00+00:00,67.148,0
2012-03-13 11:00:00+00:00,67.294,0
2012-03-13 12:00:00+00:00,67.152,0
2012-03-13 13:00:00+00:00,67.112,0
2012-03-13 14:00:00+00:00,67.179,0
2012-03-13 15:00:00+00:00,67.096,0
2012-03-13 16:00:00+00:00,66.216,0
2012-03-13 17:00:00+00:00,66.244,0
2012-03-13 18:00:00+00:00,66.509,0
2012-03-13 19:00:00+00:00,66.663,0
2012-03-13 20:00:00+00:00,66.622,0
2012-03-13 21:00:00+00:00,66.666,0
2012-03-13 22:00:00+00:00,66.739,0
2012-03-13 23:00:00+00:00,66.707,0
2012-03-14 00:00:00+00:00,66.678,0
2012-03-14 01:00:00+00:00,66.731,0
2012-03-14 02:00:00+00:00,66.779,0
2012-03-14 03:00:00+00:00,66.718,0
2012-03-14 04:00:00+00:00,66.743,0
2012-03-14 05:00:00+00:00,66.763,0
2012-03-14 06:00:00+00:00,66.758,0
